task_id,asset_id,department,asset_type,asset_age_years,asset_criticality,defect_type,defect_severity,num_open_defects,days_since_defect,days_overdue,maintenance_frequency,days_since_last_maintenance,previous_failures,failures_last_12_months,trains_per_day,goods_trains_per_day,operational_impact,maintenance_duration_hours,urgent
TSK-IR-047383,AST-SNT-05471,S&T,Digital Axle Counter (MSDAC/SSDAC),5.9,HIGH,Telegram Transmission Bit Error / Reset Trip,MEDIUM,1,26,24,Quarterly,119,1,0,158,85,MEDIUM,2.51,1
TSK-IR-047384,AST-SNT-05471,S&T,Digital Axle Counter (MSDAC/SSDAC),5.9,CRITICAL,Telegram Transmission Bit Error / Reset Trip,MEDIUM,1,26,24,Quarterly,119,1,0,158,85,MEDIUM,2.51,0
TSK-IR-047385,AST-SNT-04037,S&T,Signalling Power Supply / IPS,4.2,LOW,Inverter Module Fault / Load Transfer,HIGH,5,5,0,Quarterly,90,3,1,53,11,MEDIUM,4.27,0
TSK-IR-047386,AST-SNT-04037,S&T,Signalling Power Supply / IPS,4.2,MEDIUM,Inverter Module Fault / Load Transfer,HIGH,5,5,0,Quarterly,90,3,1,53,11,MEDIUM,4.27,0
TSK-IR-047387,AST-SNT-04037,S&T,Signalling Power Supply / IPS,4.2,HIGH,Inverter Module Fault / Load Transfer,HIGH,5,5,0,Quarterly,90,3,1,53,11,MEDIUM,4.27,0
TSK-IR-047388,AST-SNT-04037,S&T,Signalling Power Supply / IPS,4.2,CRITICAL,Inverter Module Fault / Load Transfer,HIGH,5,5,0,Quarterly,90,3,1,53,11,MEDIUM,4.27,0
TSK-IR-047389,AST-ENG-05104,Engineering,Glued Insulated Rail Joint (GJ),4.3,LOW,Fishplate Bolt Loose / Sheared,CRITICAL,4,5,11,Quarterly,111,2,1,119,65,MEDIUM,4.1,0
TSK-IR-047390,AST-ENG-05104,Engineering,Glued Insulated Rail Joint (GJ),4.3,MEDIUM,Fishplate Bolt Loose / Sheared,CRITICAL,4,5,11,Quarterly,111,2,1,119,65,MEDIUM,4.1,0
TSK-IR-047391,AST-ENG-05104,Engineering,Glued Insulated Rail Joint (GJ),4.3,HIGH,Fishplate Bolt Loose / Sheared,CRITICAL,4,5,11,Quarterly,111,2,1,119,65,MEDIUM,4.1,0
TSK-IR-047392,AST-ENG-05104,Engineering,Glued Insulated Rail Joint (GJ),4.3,CRITICAL,Fishplate Bolt Loose / Sheared,CRITICAL,4,5,11,Quarterly,111,2,1,119,65,MEDIUM,4.1,1
TSK-IR-047393,AST-TRD-04075,Traction,Contact Wire (107/150 sq mm Cu),17.3,LOW,Dropper Clip Loose / Damaged,LOW,1,43,1,Monthly,35,3,0,10,2,HIGH,3.35,0
TSK-IR-047394,AST-TRD-04075,Traction,Contact Wire (107/150 sq mm Cu),17.3,MEDIUM,Dropper Clip Loose / Damaged,LOW,1,43,1,Monthly,35,3,0,10,2,HIGH,3.35,0
TSK-IR-047395,AST-TRD-04075,Traction,Contact Wire (107/150 sq mm Cu),17.3,HIGH,Dropper Clip Loose / Damaged,LOW,1,43,1,Monthly,35,3,0,10,2,HIGH,3.35,0
TSK-IR-047396,AST-TRD-04075,Traction,Contact Wire (107/150 sq mm Cu),17.3,CRITICAL,Dropper Clip Loose / Damaged,LOW,1,43,1,Monthly,35,3,0,10,2,HIGH,3.35,0
TSK-IR-047397,AST-SNT-04372,S&T,Electric Point Machine (IRS/Siemens),9.8,LOW,Ground Connection Rod Bush Wear,MEDIUM,1,26,3,Weekly,9,4,1,45,13,HIGH,1.07,0
TSK-IR-047398,AST-SNT-04372,S&T,Electric Point Machine (IRS/Siemens),9.8,MEDIUM,Ground Connection Rod Bush Wear,MEDIUM,1,26,3,Weekly,9,4,1,45,13,HIGH,1.07,0
TSK-IR-047399,AST-SNT-04372,S&T,Electric Point Machine (IRS/Siemens),9.8,HIGH,Ground Connection Rod Bush Wear,MEDIUM,1,26,3,Weekly,9,4,1,45,13,HIGH,1.07,0
TSK-IR-047400,AST-SNT-04372,S&T,Electric Point Machine (IRS/Siemens),9.8,CRITICAL,Ground Connection Rod Bush Wear,MEDIUM,1,26,3,Weekly,9,4,1,45,13,HIGH,1.07,0
TSK-IR-047401,AST-TRD-03030,Traction,25kV Vacuum Circuit Breaker (VCB),5.1,LOW,Operating Mechanism Pneumatic / SF6 Pressure Low,HIGH,1,11,11,Half-Yearly,198,3,0,152,65,HIGH,3.47,0
TSK-IR-047402,AST-TRD-03030,Traction,25kV Vacuum Circuit Breaker (VCB),5.1,MEDIUM,Operating Mechanism Pneumatic / SF6 Pressure Low,HIGH,1,11,11,Half-Yearly,198,3,0,152,65,HIGH,3.47,0
TSK-IR-047403,AST-TRD-03030,Traction,25kV Vacuum Circuit Breaker (VCB),5.1,HIGH,Operating Mechanism Pneumatic / SF6 Pressure Low,HIGH,1,11,11,Half-Yearly,198,3,0,152,65,HIGH,3.47,1
TSK-IR-047404,AST-TRD-03030,Traction,25kV Vacuum Circuit Breaker (VCB),5.1,CRITICAL,Operating Mechanism Pneumatic / SF6 Pressure Low,HIGH,1,11,11,Half-Yearly,198,3,0,152,65,HIGH,3.47,0
TSK-IR-047405,AST-SNT-04053,S&T,Color Light Signal (LED Unit),5.0,LOW,Current Sensor Threshold Mismatch / Blank Signal,CRITICAL,1,8,15,Monthly,54,2,1,86,37,HIGH,2.16,0
TSK-IR-047406,AST-SNT-04053,S&T,Color Light Signal (LED Unit),5.0,MEDIUM,Current Sensor Threshold Mismatch / Blank Signal,CRITICAL,1,8,15,Monthly,54,2,1,86,37,HIGH,2.16,0
TSK-IR-047407,AST-SNT-04053,S&T,Color Light Signal (LED Unit),5.0,HIGH,Current Sensor Threshold Mismatch / Blank Signal,CRITICAL,1,8,15,Monthly,54,2,1,86,37,HIGH,2.16,0
TSK-IR-047408,AST-SNT-04053,S&T,Color Light Signal (LED Unit),5.0,CRITICAL,Current Sensor Threshold Mismatch / Blank Signal,CRITICAL,1,8,15,Monthly,54,2,1,86,37,HIGH,2.16,1
TSK-IR-047409,AST-SNT-03602,S&T,Color Light Signal (LED Unit),3.4,LOW,Signal Post Alignment Deviation,LOW,3,53,0,Monthly,41,0,1,109,43,CRITICAL,2.28,0
TSK-IR-047410,AST-SNT-03602,S&T,Color Light Signal (LED Unit),3.4,MEDIUM,Signal Post Alignment Deviation,LOW,3,53,0,Monthly,41,0,1,109,43,CRITICAL,2.28,0
TSK-IR-047411,AST-SNT-03602,S&T,Color Light Signal (LED Unit),3.4,HIGH,Signal Post Alignment Deviation,LOW,3,53,0,Monthly,41,0,1,109,43,CRITICAL,2.28,0
TSK-IR-047412,AST-SNT-03602,S&T,Color Light Signal (LED Unit),3.4,CRITICAL,Signal Post Alignment Deviation,LOW,3,53,0,Monthly,41,0,1,109,43,CRITICAL,2.28,0
TSK-IR-047413,AST-ENG-05860,Engineering,Prestressed Concrete Sleepers (PSC),8.8,LOW,Rail Seat Abrasion & Deterioration,MEDIUM,1,27,29,Monthly,67,4,1,178,89,CRITICAL,1.63,0
TSK-IR-047414,AST-ENG-05860,Engineering,Prestressed Concrete Sleepers (PSC),8.8,MEDIUM,Rail Seat Abrasion & Deterioration,MEDIUM,1,27,29,Monthly,67,4,1,178,89,CRITICAL,1.63,0
TSK-IR-047415,AST-ENG-05860,Engineering,Prestressed Concrete Sleepers (PSC),8.8,HIGH,Rail Seat Abrasion & Deterioration,MEDIUM,1,27,29,Monthly,67,4,1,178,89,CRITICAL,1.63,0
TSK-IR-047416,AST-ENG-05860,Engineering,Prestressed Concrete Sleepers (PSC),8.8,CRITICAL,Rail Seat Abrasion & Deterioration,MEDIUM,1,27,29,Monthly,67,4,1,178,89,CRITICAL,1.63,1
TSK-IR-047417,AST-ENG-06679,Engineering,Rails (60kg/52kg),2.7,LOW,Thermit Weld Defect,HIGH,2,16,5,Quarterly,100,2,0,178,101,CRITICAL,3.39,0
TSK-IR-047418,AST-ENG-06679,Engineering,Rails (60kg/52kg),2.7,MEDIUM,Thermit Weld Defect,HIGH,2,16,5,Quarterly,100,2,0,178,101,CRITICAL,3.39,0
TSK-IR-047419,AST-ENG-06679,Engineering,Rails (60kg/52kg),2.7,HIGH,Thermit Weld Defect,HIGH,2,16,5,Quarterly,100,2,0,178,101,CRITICAL,3.39,1
TSK-IR-047420,AST-ENG-06679,Engineering,Rails (60kg/52kg),2.7,CRITICAL,Thermit Weld Defect,HIGH,2,16,5,Quarterly,100,2,0,178,101,CRITICAL,3.39,1
TSK-IR-047421,AST-SNT-05403,S&T,Interlocked Level Crossing (LC Gate),14.4,LOW,Boom Locking Plunger Misaligned,CRITICAL,5,9,0,Fortnightly,24,2,1,65,25,CRITICAL,3.29,1
TSK-IR-047422,AST-SNT-05403,S&T,Interlocked Level Crossing (LC Gate),14.4,MEDIUM,Boom Locking Plunger Misaligned,CRITICAL,5,9,0,Fortnightly,24,2,1,65,25,CRITICAL,3.29,0
TSK-IR-047423,AST-SNT-05403,S&T,Interlocked Level Crossing (LC Gate),14.4,HIGH,Boom Locking Plunger Misaligned,CRITICAL,5,9,0,Fortnightly,24,2,1,65,25,CRITICAL,3.29,1
TSK-IR-047424,AST-SNT-05403,S&T,Interlocked Level Crossing (LC Gate),14.4,CRITICAL,Boom Locking Plunger Misaligned,CRITICAL,5,9,0,Fortnightly,24,2,1,65,25,CRITICAL,3.29,1
TSK-IR-047425,AST-SNT-04209,S&T,DC Track Circuit (TC),10.7,LOW,Feed End Resistance Drift,LOW,2,38,7,Monthly,43,4,2,91,41,LOW,1.78,0
TSK-IR-047426,AST-SNT-04209,S&T,DC Track Circuit (TC),10.7,MEDIUM,Feed End Resistance Drift,LOW,2,38,7,Monthly,43,4,2,91,41,LOW,1.78,0
TSK-IR-047427,AST-SNT-04209,S&T,DC Track Circuit (TC),10.7,HIGH,Feed End Resistance Drift,LOW,2,38,7,Monthly,43,4,2,91,41,LOW,1.78,0
TSK-IR-047428,AST-SNT-04209,S&T,DC Track Circuit (TC),10.7,CRITICAL,Feed End Resistance Drift,LOW,2,38,7,Monthly,43,4,2,91,41,LOW,1.78,0
TSK-IR-047429,AST-TRD-03336,Traction,Traction Power Transformer (25kV/21.6MVA),12.7,LOW,Silica Gel Breather Saturated & Moisture Ingress,MEDIUM,1,29,6,Quarterly,100,3,3,59,14,LOW,4.28,0
TSK-IR-047430,AST-TRD-03336,Traction,Traction Power Transformer (25kV/21.6MVA),12.7,MEDIUM,Silica Gel Breather Saturated & Moisture Ingress,MEDIUM,1,29,6,Quarterly,100,3,3,59,14,LOW,4.28,0
TSK-IR-047431,AST-TRD-03336,Traction,Traction Power Transformer (25kV/21.6MVA),12.7,HIGH,Silica Gel Breather Saturated & Moisture Ingress,MEDIUM,1,29,6,Quarterly,100,3,3,59,14,LOW,4.28,0
TSK-IR-047432,AST-TRD-03336,Traction,Traction Power Transformer (25kV/21.6MVA),12.7,CRITICAL,Silica Gel Breather Saturated & Moisture Ingress,MEDIUM,1,29,6,Quarterly,100,3,3,59,14,LOW,4.28,0
TSK-IR-047433,AST-SNT-04676,S&T,Electronic Interlocking (EI Rack),8.8,LOW,Vital Input/Output Card Communication Error,HIGH,3,26,14,Quarterly,104,3,2,156,88,LOW,4.37,0
TSK-IR-047434,AST-SNT-04676,S&T,Electronic Interlocking (EI Rack),8.8,MEDIUM,Vital Input/Output Card Communication Error,HIGH,3,26,14,Quarterly,104,3,2,156,88,LOW,4.37,0
TSK-IR-047435,AST-SNT-04676,S&T,Electronic Interlocking (EI Rack),8.8,HIGH,Vital Input/Output Card Communication Error,HIGH,3,26,14,Quarterly,104,3,2,156,88,LOW,4.37,1
TSK-IR-047436,AST-SNT-04676,S&T,Electronic Interlocking (EI Rack),8.8,CRITICAL,Vital Input/Output Card Communication Error,HIGH,3,26,14,Quarterly,104,3,2,156,88,LOW,4.37,0
TSK-IR-047437,AST-ENG-04800,Engineering,Ballast Cushion & Formation,18.0,LOW,Mud Pumping & Foul Ballast in Monsoon,CRITICAL,1,5,9,Annual,373,8,1,127,58,LOW,3.93,0
TSK-IR-047438,AST-ENG-04800,Engineering,Ballast Cushion & Formation,18.0,MEDIUM,Mud Pumping & Foul Ballast in Monsoon,CRITICAL,1,5,9,Annual,373,8,1,127,58,LOW,3.93,0
TSK-IR-047439,AST-ENG-04800,Engineering,Ballast Cushion & Formation,18.0,HIGH,Mud Pumping & Foul Ballast in Monsoon,CRITICAL,1,5,9,Annual,373,8,1,127,58,LOW,3.93,0
TSK-IR-047440,AST-ENG-04800,Engineering,Ballast Cushion & Formation,18.0,CRITICAL,Mud Pumping & Foul Ballast in Monsoon,CRITICAL,1,5,9,Annual,373,8,1,127,58,LOW,3.93,0
TSK-IR-047441,AST-ENG-04688,Engineering,Elastic Rail Clip & Fastenings,3.6,LOW,Rubber Pad Perished / Displaced,LOW,1,41,12,Monthly,39,0,0,127,73,MEDIUM,2.37,0
TSK-IR-047442,AST-ENG-04688,Engineering,Elastic Rail Clip & Fastenings,3.6,MEDIUM,Rubber Pad Perished / Displaced,LOW,1,41,12,Monthly,39,0,0,127,73,MEDIUM,2.37,0
TSK-IR-047443,AST-ENG-04688,Engineering,Elastic Rail Clip & Fastenings,3.6,HIGH,Rubber Pad Perished / Displaced,LOW,1,41,12,Monthly,39,0,0,127,73,MEDIUM,2.37,0
TSK-IR-047444,AST-ENG-04688,Engineering,Elastic Rail Clip & Fastenings,3.6,CRITICAL,Rubber Pad Perished / Displaced,LOW,1,41,12,Monthly,39,0,0,127,73,MEDIUM,2.37,0
TSK-IR-047445,AST-TRD-03216,Traction,Auto Tensioning Device (ATD 3:1 Pulley),13.1,LOW,Pulley Bearing Seizure / Stiff Movement,MEDIUM,1,12,0,Monthly,30,6,3,95,43,MEDIUM,2.28,0
TSK-IR-047446,AST-TRD-03216,Traction,Auto Tensioning Device (ATD 3:1 Pulley),13.1,MEDIUM,Pulley Bearing Seizure / Stiff Movement,MEDIUM,1,12,0,Monthly,30,6,3,95,43,MEDIUM,2.28,0
TSK-IR-047447,AST-TRD-03216,Traction,Auto Tensioning Device (ATD 3:1 Pulley),13.1,HIGH,Pulley Bearing Seizure / Stiff Movement,MEDIUM,1,12,0,Monthly,30,6,3,95,43,MEDIUM,2.28,0
TSK-IR-047448,AST-TRD-03216,Traction,Auto Tensioning Device (ATD 3:1 Pulley),13.1,CRITICAL,Pulley Bearing Seizure / Stiff Movement,MEDIUM,1,12,0,Monthly,30,6,3,95,43,MEDIUM,2.28,0
TSK-IR-047449,AST-ENG-06378,Engineering,Glued Insulated Rail Joint (GJ),6.4,LOW,Insulating End Post Crushed,HIGH,1,19,1,Quarterly,101,4,1,115,56,MEDIUM,3.66,0
TSK-IR-047450,AST-ENG-06378,Engineering,Glued Insulated Rail Joint (GJ),6.4,MEDIUM,Insulating End Post Crushed,HIGH,1,19,1,Quarterly,101,4,1,115,56,MEDIUM,3.66,0
TSK-IR-047451,AST-ENG-06378,Engineering,Glued Insulated Rail Joint (GJ),6.4,HIGH,Insulating End Post Crushed,HIGH,1,19,1,Quarterly,101,4,1,115,56,MEDIUM,3.66,0
TSK-IR-047452,AST-ENG-06378,Engineering,Glued Insulated Rail Joint (GJ),6.4,CRITICAL,Insulating End Post Crushed,HIGH,1,19,1,Quarterly,101,4,1,115,56,MEDIUM,3.66,0
TSK-IR-047453,AST-ENG-05941,Engineering,Prestressed Concrete Sleepers (PSC),2.5,LOW,Center Bound Cracking Under Dynamic Load,CRITICAL,2,8,1,Monthly,42,1,0,128,51,MEDIUM,3.51,0
TSK-IR-047454,AST-ENG-05941,Engineering,Prestressed Concrete Sleepers (PSC),2.5,MEDIUM,Center Bound Cracking Under Dynamic Load,CRITICAL,2,8,1,Monthly,42,1,0,128,51,MEDIUM,3.51,0
TSK-IR-047455,AST-ENG-05941,Engineering,Prestressed Concrete Sleepers (PSC),2.5,HIGH,Center Bound Cracking Under Dynamic Load,CRITICAL,2,8,1,Monthly,42,1,0,128,51,MEDIUM,3.51,0
TSK-IR-047456,AST-ENG-05941,Engineering,Prestressed Concrete Sleepers (PSC),2.5,CRITICAL,Center Bound Cracking Under Dynamic Load,CRITICAL,2,8,1,Monthly,42,1,0,128,51,MEDIUM,3.51,1
TSK-IR-047457,AST-SNT-03832,S&T,Digital Axle Counter (MSDAC/SSDAC),4.4,LOW,Telegram Transmission Bit Error / Reset Trip,LOW,3,37,0,Monthly,37,0,0,158,88,HIGH,3.21,0
TSK-IR-047458,AST-SNT-03832,S&T,Digital Axle Counter (MSDAC/SSDAC),4.4,MEDIUM,Telegram Transmission Bit Error / Reset Trip,LOW,3,37,0,Monthly,37,0,0,158,88,HIGH,3.21,0
TSK-IR-047459,AST-SNT-03832,S&T,Digital Axle Counter (MSDAC/SSDAC),4.4,HIGH,Telegram Transmission Bit Error / Reset Trip,LOW,3,37,0,Monthly,37,0,0,158,88,HIGH,3.21,0
TSK-IR-047460,AST-SNT-03832,S&T,Digital Axle Counter (MSDAC/SSDAC),4.4,CRITICAL,Telegram Transmission Bit Error / Reset Trip,LOW,3,37,0,Monthly,37,0,0,158,88,HIGH,3.21,0
TSK-IR-047461,AST-SNT-04575,S&T,Interlocked Level Crossing (LC Gate),7.2,LOW,Circuit Closer Contact Chattering,MEDIUM,1,48,0,Monthly,39,5,4,101,53,HIGH,1.74,1
TSK-IR-047462,AST-SNT-04575,S&T,Interlocked Level Crossing (LC Gate),7.2,MEDIUM,Circuit Closer Contact Chattering,MEDIUM,1,48,0,Monthly,39,5,4,101,53,HIGH,1.74,0
TSK-IR-047463,AST-SNT-04575,S&T,Interlocked Level Crossing (LC Gate),7.2,HIGH,Circuit Closer Contact Chattering,MEDIUM,1,48,0,Monthly,39,5,4,101,53,HIGH,1.74,0
TSK-IR-047464,AST-SNT-04575,S&T,Interlocked Level Crossing (LC Gate),7.2,CRITICAL,Circuit Closer Contact Chattering,MEDIUM,1,48,0,Monthly,39,5,4,101,53,HIGH,1.74,0
TSK-IR-047465,AST-SNT-04261,S&T,Signalling Power Supply / IPS,4.2,LOW,Battery Bank Individual Cell Voltage Low,HIGH,1,35,9,Quarterly,107,2,0,120,58,HIGH,3.33,0
TSK-IR-047466,AST-SNT-04261,S&T,Signalling Power Supply / IPS,4.2,MEDIUM,Battery Bank Individual Cell Voltage Low,HIGH,1,35,9,Quarterly,107,2,0,120,58,HIGH,3.33,0
TSK-IR-047467,AST-SNT-04261,S&T,Signalling Power Supply / IPS,4.2,HIGH,Battery Bank Individual Cell Voltage Low,HIGH,1,35,9,Quarterly,107,2,0,120,58,HIGH,3.33,0
TSK-IR-047468,AST-SNT-04261,S&T,Signalling Power Supply / IPS,4.2,CRITICAL,Battery Bank Individual Cell Voltage Low,HIGH,1,35,9,Quarterly,107,2,0,120,58,HIGH,3.33,1
TSK-IR-047469,AST-SNT-04574,S&T,Electronic Interlocking (EI Rack),6.1,LOW,Vital Input/Output Card Communication Error,CRITICAL,3,9,16,Quarterly,116,0,0,90,45,HIGH,3.78,0
TSK-IR-047470,AST-SNT-04574,S&T,Electronic Interlocking (EI Rack),6.1,MEDIUM,Vital Input/Output Card Communication Error,CRITICAL,3,9,16,Quarterly,116,0,0,90,45,HIGH,3.78,0
TSK-IR-047471,AST-SNT-04574,S&T,Electronic Interlocking (EI Rack),6.1,HIGH,Vital Input/Output Card Communication Error,CRITICAL,3,9,16,Quarterly,116,0,0,90,45,HIGH,3.78,1
TSK-IR-047472,AST-SNT-04574,S&T,Electronic Interlocking (EI Rack),6.1,CRITICAL,Vital Input/Output Card Communication Error,CRITICAL,3,9,16,Quarterly,116,0,0,90,45,HIGH,3.78,0
TSK-IR-047473,AST-SNT-05037,S&T,Digital Axle Counter (MSDAC/SSDAC),2.9,LOW,Outdoor Sensor Clamp Loose Due to Vibration,LOW,3,68,6,Quarterly,104,2,0,103,48,CRITICAL,2.81,0
TSK-IR-047474,AST-SNT-05037,S&T,Digital Axle Counter (MSDAC/SSDAC),2.9,MEDIUM,Outdoor Sensor Clamp Loose Due to Vibration,LOW,3,68,6,Quarterly,104,2,0,103,48,CRITICAL,2.81,0
TSK-IR-047475,AST-SNT-05037,S&T,Digital Axle Counter (MSDAC/SSDAC),2.9,HIGH,Outdoor Sensor Clamp Loose Due to Vibration,LOW,3,68,6,Quarterly,104,2,0,103,48,CRITICAL,2.81,0
TSK-IR-047476,AST-SNT-05037,S&T,Digital Axle Counter (MSDAC/SSDAC),2.9,CRITICAL,Outdoor Sensor Clamp Loose Due to Vibration,LOW,3,68,6,Quarterly,104,2,0,103,48,CRITICAL,2.81,0
TSK-IR-047477,AST-SNT-04606,S&T,DC Track Circuit (TC),13.2,LOW,Feed End Resistance Drift,MEDIUM,2,21,4,Fortnightly,16,8,3,111,63,CRITICAL,1.94,0
TSK-IR-047478,AST-SNT-04606,S&T,DC Track Circuit (TC),13.2,MEDIUM,Feed End Resistance Drift,MEDIUM,2,21,4,Fortnightly,16,8,3,111,63,CRITICAL,1.94,0
TSK-IR-047479,AST-SNT-04606,S&T,DC Track Circuit (TC),13.2,HIGH,Feed End Resistance Drift,MEDIUM,2,21,4,Fortnightly,16,8,3,111,63,CRITICAL,1.94,0
TSK-IR-047480,AST-SNT-04606,S&T,DC Track Circuit (TC),13.2,CRITICAL,Feed End Resistance Drift,MEDIUM,2,21,4,Fortnightly,16,8,3,111,63,CRITICAL,1.94,1
TSK-IR-047481,AST-TRD-04909,Traction,Cantilever Assembly & Regulating Bracket,6.3,LOW,Stay Arm / Bracket Tube Corrosion,HIGH,3,11,1,Annual,373,4,0,29,9,CRITICAL,3.18,0
TSK-IR-047482,AST-TRD-04909,Traction,Cantilever Assembly & Regulating Bracket,6.3,MEDIUM,Stay Arm / Bracket Tube Corrosion,HIGH,3,11,1,Annual,373,4,0,29,9,CRITICAL,3.18,0
TSK-IR-047483,AST-TRD-04909,Traction,Cantilever Assembly & Regulating Bracket,6.3,HIGH,Stay Arm / Bracket Tube Corrosion,HIGH,3,11,1,Annual,373,4,0,29,9,CRITICAL,3.18,0
TSK-IR-047484,AST-TRD-04909,Traction,Cantilever Assembly & Regulating Bracket,6.3,CRITICAL,Stay Arm / Bracket Tube Corrosion,HIGH,3,11,1,Annual,373,4,0,29,9,CRITICAL,3.18,1
TSK-IR-047485,AST-ENG-06554,Engineering,Girder Bridge / Culvert Bearing,35.5,LOW,Bed Block Structural Crack,CRITICAL,3,17,7,Annual,382,11,5,13,5,CRITICAL,5.42,1
TSK-IR-047486,AST-ENG-06554,Engineering,Girder Bridge / Culvert Bearing,35.5,MEDIUM,Bed Block Structural Crack,CRITICAL,3,17,7,Annual,382,11,5,13,5,CRITICAL,5.42,1
TSK-IR-047487,AST-ENG-06554,Engineering,Girder Bridge / Culvert Bearing,35.5,HIGH,Bed Block Structural Crack,CRITICAL,3,17,7,Annual,382,11,5,13,5,CRITICAL,5.42,1
TSK-IR-047488,AST-ENG-06554,Engineering,Girder Bridge / Culvert Bearing,35.5,CRITICAL,Bed Block Structural Crack,CRITICAL,3,17,7,Annual,382,11,5,13,5,CRITICAL,5.42,1
TSK-IR-047489,AST-TRD-04814,Traction,Cantilever Assembly & Regulating Bracket,17.5,LOW,Stay Arm / Bracket Tube Corrosion,LOW,2,34,0,Annual,374,5,3,171,85,LOW,2.68,0
TSK-IR-047490,AST-TRD-04814,Traction,Cantilever Assembly & Regulating Bracket,17.5,MEDIUM,Stay Arm / Bracket Tube Corrosion,LOW,2,34,0,Annual,374,5,3,171,85,LOW,2.68,0
TSK-IR-047491,AST-TRD-04814,Traction,Cantilever Assembly & Regulating Bracket,17.5,HIGH,Stay Arm / Bracket Tube Corrosion,LOW,2,34,0,Annual,374,5,3,171,85,LOW,2.68,0
TSK-IR-047492,AST-TRD-04814,Traction,Cantilever Assembly & Regulating Bracket,17.5,CRITICAL,Stay Arm / Bracket Tube Corrosion,LOW,2,34,0,Annual,374,5,3,171,85,LOW,2.68,0
TSK-IR-047493,AST-SNT-05178,S&T,Color Light Signal (LED Unit),5.2,LOW,Transformer ECR Current Drop,MEDIUM,2,40,17,Monthly,53,0,0,161,74,LOW,0.91,0
TSK-IR-047494,AST-SNT-05178,S&T,Color Light Signal (LED Unit),5.2,MEDIUM,Transformer ECR Current Drop,MEDIUM,2,40,17,Monthly,53,0,0,161,74,LOW,0.91,0
TSK-IR-047495,AST-SNT-05178,S&T,Color Light Signal (LED Unit),5.2,HIGH,Transformer ECR Current Drop,MEDIUM,2,40,17,Monthly,53,0,0,161,74,LOW,0.91,0
TSK-IR-047496,AST-SNT-05178,S&T,Color Light Signal (LED Unit),5.2,CRITICAL,Transformer ECR Current Drop,MEDIUM,2,40,17,Monthly,53,0,0,161,74,LOW,0.91,0
TSK-IR-047497,AST-ENG-06092,Engineering,Prestressed Concrete Sleepers (PSC),24.5,LOW,Center Bound Cracking Under Dynamic Load,HIGH,2,20,0,Quarterly,95,8,4,170,73,LOW,2.41,0
TSK-IR-047498,AST-ENG-06092,Engineering,Prestressed Concrete Sleepers (PSC),24.5,MEDIUM,Center Bound Cracking Under Dynamic Load,HIGH,2,20,0,Quarterly,95,8,4,170,73,LOW,2.41,0
TSK-IR-047499,AST-ENG-06092,Engineering,Prestressed Concrete Sleepers (PSC),24.5,HIGH,Center Bound Cracking Under Dynamic Load,HIGH,2,20,0,Quarterly,95,8,4,170,73,LOW,2.41,0
TSK-IR-047500,AST-ENG-06092,Engineering,Prestressed Concrete Sleepers (PSC),24.5,CRITICAL,Center Bound Cracking Under Dynamic Load,HIGH,2,20,0,Quarterly,95,8,4,170,73,LOW,2.41,1
TSK-IR-047501,AST-SNT-03991,S&T,DC Track Circuit (TC),5.0,LOW,Bond Wire Severed / High Resistance,CRITICAL,1,5,0,Fortnightly,25,0,0,75,27,LOW,2.35,0
TSK-IR-047502,AST-SNT-03991,S&T,DC Track Circuit (TC),5.0,MEDIUM,Bond Wire Severed / High Resistance,CRITICAL,1,5,0,Fortnightly,25,0,0,75,27,LOW,2.35,0
TSK-IR-047503,AST-SNT-03991,S&T,DC Track Circuit (TC),5.0,HIGH,Bond Wire Severed / High Resistance,CRITICAL,1,5,0,Fortnightly,25,0,0,75,27,LOW,2.35,0
TSK-IR-047504,AST-SNT-03991,S&T,DC Track Circuit (TC),5.0,CRITICAL,Bond Wire Severed / High Resistance,CRITICAL,1,5,0,Fortnightly,25,0,0,75,27,LOW,2.35,0
TSK-IR-047505,AST-TRD-03465,Traction,Cantilever Assembly & Regulating Bracket,1.2,LOW,Stay Arm / Bracket Tube Corrosion,LOW,1,48,10,Annual,387,1,1,71,32,MEDIUM,2.21,0
TSK-IR-047506,AST-TRD-03465,Traction,Cantilever Assembly & Regulating Bracket,1.2,MEDIUM,Stay Arm / Bracket Tube Corrosion,LOW,1,48,10,Annual,387,1,1,71,32,MEDIUM,2.21,0
TSK-IR-047507,AST-TRD-03465,Traction,Cantilever Assembly & Regulating Bracket,1.2,HIGH,Stay Arm / Bracket Tube Corrosion,LOW,1,48,10,Annual,387,1,1,71,32,MEDIUM,2.21,0
TSK-IR-047508,AST-TRD-03465,Traction,Cantilever Assembly & Regulating Bracket,1.2,CRITICAL,Stay Arm / Bracket Tube Corrosion,LOW,1,48,10,Annual,387,1,1,71,32,MEDIUM,2.21,0
TSK-IR-047509,AST-TRD-03733,Traction,Traction Power Transformer (25kV/21.6MVA),6.4,LOW,Silica Gel Breather Saturated & Moisture Ingress,MEDIUM,1,25,1,Quarterly,94,6,3,33,10,MEDIUM,4.33,0
TSK-IR-047510,AST-TRD-03733,Traction,Traction Power Transformer (25kV/21.6MVA),6.4,MEDIUM,Silica Gel Breather Saturated & Moisture Ingress,MEDIUM,1,25,1,Quarterly,94,6,3,33,10,MEDIUM,4.33,0
