asset_id,department,asset_type,safety_function,station_code,station_name,zone,state,section_id,asset_age_years,asset_criticality,asset_criticality_score,scheduled_services_count_proxy,traffic_percentile,network_neighbor_degree,alternative_route_available,affected_services_if_blocked,operational_impact_score,maintenance_interval_days,days_since_last_maintenance,maintenance_overdue_days,failures_last_365d,failures_last_90d,failures_last_30d,same_defect_recurrences_365d,inspection_image_available,total_events_logged,last_recorded_event_id,last_recorded_date
AST-002634,S&T,Electronic Interlocking,route locking and conflict prevention,RTB,RAJA TALAB,NER,Uttar Pradesh,SEC-RTB-HDT,15.6,CRITICAL,78.3,26.0,0.483,8.0,1,13.0,54.1,30.0,65,35.0,0,0,0,0,0,1,EVT-0004897,2025-10-31
AST-002635,Engineering,Bridge/Culvert,structural route continuity,KRL,KOTARLIA,SECR,Chhattisgarh,SEC-KRL-RIG,23.3,HIGH,70.9,57.0,0.692,2.0,1,30.0,51.8,90.0,242,152.0,1,0,0,1,0,4,EVT-0009760,2026-08-17
AST-002636,Traction,OHE Contact/Catenary,traction power collection,DLN,DILDARNAGAR JN,ECR,Uttar Pradesh,SEC-DLN-DRV,13.1,HIGH,77.3,139.0,0.9256,4.0,1,70.0,74.2,30.0,51,21.0,0,0,0,0,0,2,EVT-0009494,2026-08-01
AST-002638,S&T,Colour Light Signal,movement authority indication,SCMN,SIMHACHALAM NORTH,ECoR,Andhra Pradesh,SEC-SCMN-GPT,15.8,CRITICAL,82.3,116.0,0.8744,5.0,1,70.0,76.7,30.0,203,173.0,0,0,0,0,1,4,EVT-0009528,2026-08-03
AST-002639,Engineering,Level Crossing Surface,road-rail interface,GDY,GUINDY,SR,Tamil Nadu,SEC-GDY-SP,2.9,HIGH,71.2,118.0,0.8794,2.0,0,60.0,74.2,30.0,12,0.0,0,0,0,0,0,1,EVT-0001062,2025-03-05
AST-002640,Traction,Traction Substation,traction power supply,SBO,SABAUR,ER,Bihar,SEC-SBO-LMM,5.5,HIGH,66.8,39.0,0.5795,3.0,1,15.0,48.6,30.0,28,0.0,1,0,0,0,1,2,EVT-0009930,2026-08-26
AST-002641,Engineering,Level Crossing Surface,road-rail interface,BWR,BARWA SAGAR,NCR,Uttar Pradesh,SEC-BWR-NEW,14.3,MEDIUM,55.3,22.0,0.4412,2.0,0,10.0,46.1,30.0,47,17.0,0,0,0,0,0,1,EVT-0009167,2026-07-13
AST-002642,S&T,Track Circuit,train detection,MLM,MALTHAN,CR,Maharashtra,SEC-MLM-BGVN,2.9,HIGH,77.9,79.0,0.7676,2.0,0,43.0,69.7,30.0,14,0.0,0,0,0,0,1,3,EVT-0009598,2026-08-08
AST-002643,Engineering,Level Crossing Surface,road-rail interface,TPM,TOTIYAPALAYAM,SR,Tamil Nadu,SEC-TPM-ED,12.0,HIGH,72.0,131.0,0.9079,2.0,0,91.0,75.9,30.0,39,9.0,1,1,0,0,1,3,EVT-0008906,2026-06-27
AST-002644,Engineering,Sleeper/Fastening Zone,track gauge and stability,RNG,RANIGANJ,ER,West Bengal,SEC-RNG-UDL,12.5,HIGH,70.9,159.0,0.9532,6.0,1,102.0,78.2,30.0,285,255.0,1,1,0,0,0,4,EVT-0007092,2026-03-11
AST-002645,Engineering,Points & Crossing,route setting and derailment prevention,RDE,RUNDHI,NR,Delhi NCT,SEC-RDE-PWL,8.1,CRITICAL,87.7,198.0,0.9898,2.0,0,119.0,84.4,14.0,38,24.0,1,1,1,1,1,4,EVT-0007382,2026-03-28
AST-002646,S&T,Axle Counter,train detection,CU,CHAGALLU,SCR,Andhra Pradesh,SEC-CU-PSDA,13.8,CRITICAL,89.7,148.0,0.9412,2.0,0,94.0,82.2,30.0,32,2.0,0,0,0,0,0,2,EVT-0008103,2026-05-09
AST-002648,Traction,OHE Contact/Catenary,traction power collection,KOA,KARONDA,WCR,Madhya Pradesh,SEC-KOA-MXS,11.9,HIGH,73.2,190.0,0.9882,2.0,1,86.0,68.7,30.0,81,51.0,0,0,0,0,1,1,EVT-0007243,2026-03-20
AST-002649,Engineering,Level Crossing Surface,road-rail interface,BUR,BINDAURA,NER,Uttar Pradesh,SEC-BUR-RFR,9.0,HIGH,66.9,81.0,0.7777,2.0,0,53.0,67.5,30.0,205,175.0,2,1,0,2,1,4,EVT-0009597,2026-08-08
AST-002650,Engineering,Points & Crossing,route setting and derailment prevention,AKAT,AKKAMPET,SR,Tamil Nadu,SEC-AKAT-SPE,25.1,CRITICAL,80.4,114.0,0.87,2.0,0,69.0,76.0,14.0,84,70.0,1,1,0,1,1,5,EVT-0005939,2026-01-02
AST-002652,Traction,Cantilever Assembly,OHE geometry,FDB,FARIDABAD,NR,Delhi NCT,SEC-FDB-FDN,5.7,HIGH,65.6,200.0,0.9907,2.0,1,70.0,66.9,30.0,76,46.0,1,0,0,0,0,2,EVT-0008967,2026-07-01
AST-002653,Engineering,Level Crossing Surface,road-rail interface,BMB,BAMRA,SER,Orissa,SEC-BMB-TGM,7.3,HIGH,66.3,74.0,0.7555,2.0,0,37.0,66.1,30.0,6,0.0,0,0,0,0,1,3,EVT-0009504,2026-08-01
AST-002654,Traction,Cantilever Assembly,OHE geometry,GUNS,GHUNAS,NR,Punjab,SEC-GUNS-TAPA,5.2,MEDIUM,46.9,23.0,0.4513,2.0,1,8.0,32.5,30.0,5,0.0,0,0,0,0,0,2,EVT-0007641,2026-04-12
AST-002655,Engineering,Bridge/Culvert,structural route continuity,MIB,NAGPUR MOTI BAGH,SECR,Maharashtra,SEC-MIB-VADR,14.3,HIGH,68.4,34.0,0.5479,9.0,1,16.0,55.2,90.0,181,91.0,0,0,0,0,0,3,EVT-0009036,2026-07-05
AST-002656,Traction,Feeder/Return Conductor,traction current path,ANDI,ADARSH NAGAR DELHI,NR,Delhi NCT,SEC-ANDI-BHD,3.5,MEDIUM,58.6,93.0,0.8077,2.0,1,38.0,55.1,60.0,31,0.0,1,0,0,0,1,2,EVT-0006100,2026-01-10
AST-002657,S&T,Electronic Interlocking,route locking and conflict prevention,DMT,DIGUVAMETTA,SCR,Andhra Pradesh,SEC-DMT-KSTE,0.5,HIGH,71.4,23.0,0.4513,3.0,1,13.0,42.7,30.0,8,0.0,0,0,0,0,1,2,EVT-0006115,2026-01-11
AST-002659,Engineering,Bridge/Culvert,structural route continuity,AHH,AHMADGARH,NR,Punjab,SEC-AHH-RHW,25.4,HIGH,62.1,31.0,0.5219,2.0,1,14.0,40.2,90.0,66,0.0,1,0,0,1,1,5,EVT-0007314,2026-03-24
AST-002661,Traction,Section Insulator,electrical sectioning,CAT,CHATTAR HAT,NFR,West Bengal,SEC-CAT-DMZ,2.3,HIGH,69.7,123.0,0.8883,2.0,1,59.0,62.3,30.0,77,47.0,0,0,0,0,1,5,EVT-0008298,2026-05-21
AST-002662,Engineering,Bridge/Culvert,structural route continuity,MGLP,MANGOLPURI,NR,Delhi NCT,SEC-MGLP-SSB,15.1,HIGH,66.4,54.0,0.6777,2.0,1,17.0,49.9,90.0,16,0.0,0,0,0,0,0,2,EVT-0000923,2025-02-24
AST-002663,S&T,Interlocked Level Crossing,road-rail protection,BKG,BANKA GHAT,ECR,Bihar,SEC-BKG-PTG,2.7,CRITICAL,80.3,151.0,0.945,4.0,1,82.0,76.1,14.0,53,39.0,1,0,0,1,1,6,EVT-0008897,2026-06-26
AST-002664,Traction,Circuit Breaker/Interrupter,traction protection and isolation,MAF,MANUR,SR,Tamil Nadu,SEC-MAF-SPAM,21.0,CRITICAL,78.8,126.0,0.897,2.0,0,74.0,77.0,30.0,13,0.0,1,1,1,1,0,2,EVT-0003316,2025-07-31
AST-002665,S&T,Interlocked Level Crossing,road-rail protection,LKO,LUCKNOW,NER,Uttar Pradesh,SEC-LKO-ML,16.5,CRITICAL,83.6,240.0,0.9985,13.0,1,140.0,83.8,14.0,215,201.0,0,0,0,0,1,3,EVT-0005216,2025-11-20
AST-002666,Engineering,Sleeper/Fastening Zone,track gauge and stability,KJJ,KODAVALURU,SCR,Andhra Pradesh,SEC-KJJ-PGU,11.3,HIGH,65.4,178.0,0.9655,2.0,1,65.0,65.5,30.0,5,0.0,0,0,0,0,1,4,EVT-0003190,2025-07-23
AST-002667,S&T,Colour Light Signal,movement authority indication,JHK,JETHUKE,NR,Punjab,SEC-JHK-TAPA,12.6,HIGH,75.5,23.0,0.4513,2.0,0,17.0,51.7,30.0,42,12.0,0,0,0,0,1,2,EVT-0008962,2026-06-30
AST-002668,Traction,Cantilever Assembly,OHE geometry,DLK,DALKOLHA,NFR,Bihar,SEC-DLK-SJKL,18.8,HIGH,63.6,123.0,0.8883,2.0,1,49.0,60.8,30.0,47,17.0,0,0,0,0,1,1,EVT-0003657,2025-08-20
AST-002670,S&T,Colour Light Signal,movement authority indication,NBK,NUNGAMBAKKAM,SR,Tamil Nadu,SEC-NBK-MKK,6.8,CRITICAL,86.9,118.0,0.8794,2.0,0,90.0,78.1,30.0,55,25.0,1,0,0,1,1,5,EVT-0008045,2026-05-06
AST-002671,Traction,Cantilever Assembly,OHE geometry,DURP,Durgapuri,NCR,Madhya Pradesh,SEC-DURP-KJP,15.5,LOW,40.5,1.0,0.0163,3.0,1,0.0,11.0,30.0,74,44.0,0,0,0,0,1,2,EVT-0008640,2026-06-09
AST-002672,S&T,Point Machine,route setting,ODUR,ODUR,SCR,Andhra Pradesh,SEC-ODUR-PYA,8.1,CRITICAL,84.7,103.0,0.8368,2.0,0,77.0,75.2,14.0,111,97.0,0,0,0,0,1,5,EVT-0009991,2026-08-29
AST-002673,Traction,Cantilever Assembly,OHE geometry,ATNR,AWATAR NAGAR,NER,Bihar,SEC-ATNR-BAGL,1.9,HIGH,67.5,102.0,0.8346,5.0,1,37.0,70.8,30.0,303,273.0,0,0,0,0,0,5,EVT-0009199,2026-07-15
AST-002674,Engineering,Bridge/Culvert,structural route continuity,KHM,KUSMHI,NER,Uttar Pradesh,SEC-KHM-SANR,9.6,HIGH,64.4,86.0,0.7901,2.0,1,30.0,55.6,90.0,27,0.0,0,0,0,0,1,2,EVT-0007002,2026-03-06
AST-002675,Engineering,Points & Crossing,route setting and derailment prevention,SHR,SIHORA ROAD,WCR,Madhya Pradesh,SEC-SHR-GSPR,7.0,CRITICAL,86.9,119.0,0.8826,2.0,0,86.0,78.3,14.0,30,16.0,1,1,0,0,1,2,EVT-0007364,2026-03-27
AST-002676,S&T,Colour Light Signal,movement authority indication,HPGM,HARIPUR GRAM,ECoR,Orissa,SEC-HPGM-KUR,15.7,CRITICAL,83.0,80.0,0.7743,2.0,0,56.0,71.3,30.0,202,172.0,1,0,0,0,1,5,EVT-0009068,2026-07-07
AST-002677,Engineering,Points & Crossing,route setting and derailment prevention,JJ,JAJAU,NCR,Uttar Pradesh,SEC-JJ-MIA,9.8,CRITICAL,83.9,155.0,0.9499,2.0,0,107.0,81.2,14.0,129,115.0,2,1,1,1,1,6,EVT-0008774,2026-06-19
AST-002678,Traction,Cantilever Assembly,OHE geometry,BGS,BEGU SARAI,ECR,Bihar,SEC-BGS-LAK,5.3,HIGH,63.2,82.0,0.782,3.0,1,24.0,58.8,30.0,85,55.0,1,0,0,1,1,2,EVT-0005131,2025-11-15
AST-002679,S&T,Point Machine,route setting,CPL,CHAKARLAPALLI,SCR,Andhra Pradesh,SEC-CPL-REPI,18.4,CRITICAL,81.8,70.0,0.7353,2.0,0,52.0,68.9,14.0,131,117.0,0,0,0,0,1,3,EVT-0009618,2026-08-09
AST-002680,Engineering,Points & Crossing,route setting and derailment prevention,MNY,MANKARAI,SR,Kerala,SEC-MNY-PLL,17.9,HIGH,78.0,112.0,0.8611,2.0,0,82.0,74.9,14.0,331,317.0,0,0,0,0,1,3,EVT-0007312,2026-03-24
AST-002681,S&T,Axle Counter,train detection,KBH,KHANDBAARA,WR,Gujarat,SEC-KBH-BAWD,7.9,HIGH,75.7,49.0,0.6472,2.0,0,32.0,62.5,30.0,136,106.0,1,1,0,0,1,4,EVT-0007704,2026-04-16
AST-002682,Engineering,Rail/Track Section,direct train running safety,JI,JHUSI,NER,Uttar Pradesh,SEC-JI-RTR,16.1,HIGH,61.3,38.0,0.5758,2.0,1,19.0,43.0,30.0,14,0.0,0,0,0,0,0,5,EVT-0007004,2026-03-06
AST-002683,Traction,Cantilever Assembly,OHE geometry,ANAS,ANAS,WR,Gujarat,SEC-ANAS-BIO,2.4,HIGH,62.8,100.0,0.8298,2.0,1,36.0,57.3,30.0,300,270.0,0,0,0,0,0,3,EVT-0008225,2026-05-16
AST-002684,Engineering,Bridge/Culvert,structural route continuity,CGN,CHIRGAON,NCR,Uttar Pradesh,SEC-CGN-NDK,4.5,HIGH,69.5,59.0,0.6976,2.0,1,26.0,51.7,90.0,68,0.0,0,0,0,0,1,1,EVT-0002286,2025-05-24
AST-002685,Traction,Cantilever Assembly,OHE geometry,CEL,CHEBROL,SCR,Andhra Pradesh,SEC-CEL-KKRM,2.9,HIGH,66.5,128.0,0.9012,2.0,1,41.0,62.2,30.0,108,78.0,1,0,0,1,1,4,EVT-0009564,2026-08-05
AST-002686,Traction,Circuit Breaker/Interrupter,traction protection and isolation,KSWD,KASAR WADI,CR,Maharashtra,SEC-KSWD-PMP,3.8,HIGH,75.8,105.0,0.8477,2.0,0,75.0,73.6,30.0,73,43.0,0,0,0,0,1,1,EVT-0002403,2025-06-01
AST-002687,Engineering,Level Crossing Surface,road-rail interface,KHDI,KHANDERI,WR,Gujarat,SEC-KHDI-RJT,7.5,HIGH,60.1,52.0,0.6678,2.0,0,24.0,59.8,30.0,1,0.0,0,0,0,0,1,4,EVT-0007454,2026-04-01
AST-002688,Engineering,Rail/Track Section,direct train running safety,LDH,LUDHIANA JN,NR,Punjab,SEC-LDH-LDW,4.5,HIGH,76.8,156.0,0.9514,5.0,1,71.0,79.5,30.0,111,81.0,0,0,0,0,0,2,EVT-0003841,2025-08-31
AST-002689,Engineering,Rail/Track Section,direct train running safety,JRR,JUGAUR,NER,Uttar Pradesh,SEC-JRR-ML,10.7,HIGH,73.2,133.0,0.9158,5.0,1,59.0,76.7,30.0,34,4.0,1,1,1,1,1,4,EVT-0008435,2026-05-28
AST-002690,Engineering,Level Crossing Surface,road-rail interface,NASP,NARASINGAPALLI,ECoR,Andhra Pradesh,SEC-NASP-YLM,10.2,HIGH,67.8,133.0,0.9158,2.0,0,80.0,75.3,30.0,67,37.0,0,0,0,0,1,4,EVT-0005433,2025-12-02
AST-002691,S&T,Electronic Interlocking,route locking and conflict prevention,VAY,VAYALAR,SR,Kerala,SEC-VAY-TUVR,2.5,CRITICAL,86.9,53.0,0.6715,2.0,0,37.0,66.7,30.0,13,0.0,0,0,0,0,1,5,EVT-0006556,2026-02-08
AST-002692,S&T,Axle Counter,train detection,SPO,SURPURA,NWR,Rajasthan,SEC-SPO-DSO,5.7,HIGH,72.4,33.0,0.5379,2.0,0,20.0,55.7,30.0,72,42.0,0,0,0,0,1,1,EVT-0009018,2026-07-04
AST-002693,Engineering,Bridge/Culvert,structural route continuity,ET,ITARSI JN,WCR,Madhya Pradesh,SEC-ET-KRTH,4.7,CRITICAL,83.1,132.0,0.9117,8.0,1,54.0,78.9,90.0,60,0.0,0,0,0,0,0,4,EVT-0009748,2026-08-16
AST-002694,Traction,OHE Contact/Catenary,traction power collection,BGTA,BAGRA TAWA,WCR,Madhya Pradesh,SEC-BGTA-SQL,4.7,HIGH,63.3,111.0,0.8597,2.0,1,55.0,59.1,30.0,82,52.0,0,0,0,0,0,2,EVT-0009331,2026-07-23
AST-002695,S&T,Axle Counter,train detection,MXA,MARAUDA,SECR,Chhattisgarh,SEC-MXA-BQR,11.9,HIGH,67.8,11.0,0.2819,4.0,1,4.0,36.5,30.0,52,22.0,0,0,0,0,1,2,EVT-0008646,2026-06-09
AST-002698,Engineering,Rail/Track Section,direct train running safety,BSA,BHAINSA,WCR,Uttar Pradesh,SEC-BSA-PRK,3.2,MEDIUM,44.9,2.0,0.0714,2.0,1,1.0,11.2,30.0,45,15.0,0,0,0,0,0,4,EVT-0004664,2025-10-17
AST-002700,Traction,Cantilever Assembly,OHE geometry,AKAT,AKKAMPET,SR,Tamil Nadu,SEC-AKAT-SPE,1.2,HIGH,64.1,114.0,0.87,2.0,1,39.0,59.9,30.0,208,178.0,1,0,0,0,0,3,EVT-0007033,2026-03-08
AST-002701,S&T,Track Circuit,train detection,NRS,NAGARIA SADAT,NER,Uttar Pradesh,SEC-NRS-DAN,11.4,CRITICAL,90.8,143.0,0.9363,2.0,0,107.0,82.2,30.0,52,22.0,0,0,0,0,0,4,EVT-0006764,2026-02-20
AST-002702,Traction,Feeder/Return Conductor,traction current path,KKRL,Kakrala,NR,Punjab,SEC-KKRL-NBA,5.2,MEDIUM,52.1,21.0,0.4264,2.0,1,6.0,32.5,60.0,154,94.0,0,0,0,0,1,4,EVT-0009450,2026-07-30
AST-002703,Engineering,Rail/Track Section,direct train running safety,DTRA,DANTRA,NWR,Rajasthan,SEC-DTRA-MNDV,3.9,MEDIUM,57.2,8.0,0.2316,5.0,1,2.0,35.0,30.0,42,12.0,1,1,0,0,0,4,EVT-0005351,2025-11-28
AST-002704,Engineering,Bridge/Culvert,structural route continuity,AMC,Amritapura,SWR,Karnataka,SEC-AMC-BTGH,6.4,MEDIUM,57.3,8.0,0.2316,3.0,1,3.0,27.1,90.0,27,0.0,0,0,0,0,1,4,EVT-0007197,2026-03-18
AST-002705,S&T,Electronic Interlocking,route locking and conflict prevention,ELR,ELAVUR,SR,Tamil Nadu,SEC-ELR-GPD,10.4,CRITICAL,86.5,114.0,0.87,2.0,0,88.0,77.5,30.0,46,16.0,0,0,0,0,1,1,EVT-0008478,2026-05-30
AST-002706,S&T,Colour Light Signal,movement authority indication,PV,PALLAVARAM,SR,Tamil Nadu,SEC-PV-TLM,3.8,CRITICAL,79.8,117.0,0.8781,3.0,1,47.0,68.2,30.0,79,49.0,0,0,0,0,0,1,EVT-0006419,2026-01-31
AST-002707,Engineering,Rail/Track Section,direct train running safety,BCGM,BAINCHIGRAM,ER,West Bengal,SEC-BCGM-SLG,6.6,HIGH,73.5,80.0,0.7743,3.0,1,24.0,61.0,30.0,84,54.0,0,0,0,0,0,3,EVT-0004871,2025-10-30
AST-002708,S&T,Axle Counter,train detection,MAKR,MALKHERI,WCR,Madhya Pradesh,SEC-MAKR-BINA,18.4,HIGH,71.6,21.0,0.4264,9.0,1,9.0,49.4,30.0,12,0.0,0,0,0,0,1,1,EVT-0004190,2025-09-19
AST-002709,Engineering,Level Crossing Surface,road-rail interface,NAKD,NAIK DIH,NER,Uttar Pradesh,SEC-NAKD-PPH,3.1,LOW,40.5,4.0,0.1298,2.0,0,2.0,25.3,30.0,175,145.0,0,0,0,0,0,3,EVT-0003965,2025-09-07
AST-002710,S&T,Colour Light Signal,movement authority indication,HAD,HARIPPAD,SR,Kerala,SEC-HAD-KVTA,3.8,HIGH,77.0,44.0,0.6226,2.0,0,31.0,61.5,30.0,175,145.0,0,0,0,0,1,4,EVT-0008837,2026-06-23
AST-002711,Engineering,Sleeper/Fastening Zone,track gauge and stability,KNPR,KENDRAPARA ROAD,ECoR,Orissa,SEC-KNPR-MACR,3.3,MEDIUM,51.6,11.0,0.2819,5.0,1,3.0,36.4,30.0,68,38.0,0,0,0,0,1,4,EVT-0009702,2026-08-14
AST-002712,Engineering,Rail/Track Section,direct train running safety,CTRL,CHHATRAL,WR,Gujarat,SEC-CTRL-KLL,5.4,HIGH,73.4,69.0,0.7302,7.0,1,28.0,66.5,30.0,86,56.0,0,0,0,0,1,1,EVT-0004283,2025-09-25
AST-002713,S&T,Track Circuit,train detection,NRX,NOADAR DHAL,ER,West Bengal,SEC-NRX-BPS,8.3,CRITICAL,81.4,76.0,0.7603,2.0,0,48.0,70.2,30.0,26,0.0,0,0,0,0,0,1,EVT-0003145,2025-07-20
AST-002714,Engineering,Sleeper/Fastening Zone,track gauge and stability,MMKB,MEMRAKHABAD,ECR,Bihar,SEC-MMKB-PHK,5.4,HIGH,68.8,139.0,0.9256,3.0,1,35.0,68.1,30.0,198,168.0,0,0,0,0,0,3,EVT-0007937,2026-04-29
AST-002715,Engineering,Rail/Track Section,direct train running safety,BHKD,BHURKUNDA,SER,Jharkhand,SEC-BHKD-BRKA,6.1,HIGH,68.4,31.0,0.5219,4.0,1,8.0,49.8,30.0,70,40.0,0,0,0,0,0,2,EVT-0008326,2026-05-23
AST-002716,S&T,Colour Light Signal,movement authority indication,SVPI,SHIVPURI,WCR,Madhya Pradesh,SEC-SVPI-RSRI,22.8,HIGH,66.8,14.0,0.3381,4.0,1,4.0,39.3,30.0,37,7.0,0,0,0,0,0,1,EVT-0005571,2025-12-11
AST-002717,S&T,Interlocked Level Crossing,road-rail protection,UPL,UPPALUR,SCR,Andhra Pradesh,SEC-UPL-TNRU,16.4,HIGH,66.5,29.0,0.5049,3.0,1,12.0,44.4,14.0,216,202.0,0,0,0,0,0,5,EVT-0006462,2026-02-03
AST-002718,Engineering,Rail/Track Section,direct train running safety,GTL,GUNTAKAL JN,SCR,Andhra Pradesh,SEC-GTL-NLA,19.5,HIGH,71.1,55.0,0.6808,8.0,1,29.0,63.2,30.0,142,112.0,0,0,0,0,0,3,EVT-0008990,2026-07-02
AST-002719,Traction,Circuit Breaker/Interrupter,traction protection and isolation,TJD,TAJPUR DEHMA,NER,Uttar Pradesh,SEC-TJD-CBN,5.9,HIGH,71.3,42.0,0.6015,2.0,0,23.0,58.9,30.0,224,194.0,1,0,0,0,1,3,EVT-0007602,2026-04-10
AST-002720,S&T,Point Machine,route setting,GNTR,Gauntra Halt,NR,Uttar Pradesh,SEC-GNTR-ATKS,4.5,MEDIUM,58.3,6.0,0.1827,3.0,1,3.0,24.6,14.0,36,22.0,0,0,0,0,1,2,EVT-0005704,2025-12-18
AST-002721,Engineering,Sleeper/Fastening Zone,track gauge and stability,HNH,HANUMANAHALLI,SWR,Karnataka,SEC-HNH-KAG,12.0,MEDIUM,57.8,52.0,0.6678,2.0,1,16.0,47.2,30.0,54,24.0,0,0,0,0,1,6,EVT-0006173,2026-01-15
AST-002722,Engineering,Ballast/Formation Zone,track geometry and drainage,EOCM,EOCM,NER,Uttar Pradesh,SEC-EOCM-MGMY,9.3,MEDIUM,53.9,37.0,0.5645,5.0,1,11.0,52.5,60.0,102,42.0,1,1,0,0,0,4,EVT-0009575,2026-08-06
AST-002723,S&T,Track Circuit,train detection,SKQ,SIKANDARPUR,NR,Uttar Pradesh,SEC-SKQ-GNRL,6.1,CRITICAL,79.0,126.0,0.897,2.0,0,71.0,77.1,30.0,37,7.0,0,0,0,0,1,3,EVT-0004300,2025-09-26
AST-002724,Traction,OHE Contact/Catenary,traction power collection,FDK,FARIDKOT,NR,Punjab,SEC-FDK-GZS,7.4,MEDIUM,59.4,20.0,0.4152,2.0,1,7.0,33.7,30.0,37,7.0,0,0,0,0,1,1,EVT-0001572,2025-04-07
AST-002725,S&T,Colour Light Signal,movement authority indication,SUM,SUMMIT,SCR,Maharashtra,SEC-SUM-AAK,26.5,CRITICAL,88.2,143.0,0.9363,2.0,0,109.0,81.5,30.0,22,0.0,0,0,0,0,1,1,EVT-0001821,2025-04-23
AST-002726,Engineering,Sleeper/Fastening Zone,track gauge and stability,BOE,BARSOI JN,NFR,Bihar,SEC-BOE-MFA,6.6,HIGH,73.6,136.0,0.918,5.0,1,58.0,76.9,30.0,418,388.0,0,0,0,0,0,2,EVT-0009485,2026-07-31
AST-002727,S&T,Point Machine,route setting,RMT,RAMGARH CANT,SER,Jharkhand,SEC-RMT-RRME,17.1,HIGH,73.1,21.0,0.4264,2.0,0,15.0,49.7,14.0,186,172.0,1,0,0,1,0,6,EVT-0008951,2026-06-30
AST-002728,S&T,Track Circuit,train detection,DWP,DWARAPUDI,SCR,Andhra Pradesh,SEC-DWP-APT,12.8,CRITICAL,87.1,146.0,0.9392,2.0,0,112.0,81.4,30.0,75,45.0,3,1,0,2,1,6,EVT-0008613,2026-06-07
AST-002729,Traction,Circuit Breaker/Interrupter,traction protection and isolation,FZD,FIROZABAD,NCR,Uttar Pradesh,SEC-FZD-HNG,10.8,CRITICAL,83.0,189.0,0.9836,2.0,0,132.0,82.8,30.0,62,32.0,1,1,0,1,0,4,EVT-0008526,2026-06-02
AST-002730,Traction,Cantilever Assembly,OHE geometry,MAJN,MANGALORE JN,SR,Karnataka,SEC-MAJN-ULL,8.2,MEDIUM,57.6,38.0,0.5758,5.0,1,17.0,54.1,30.0,106,76.0,1,1,0,1,1,7,EVT-0009722,2026-08-15
AST-002732,Traction,Traction Substation,traction power supply,KVR,KOVVUR,SCR,Andhra Pradesh,SEC-KVR-PSDA,4.6,HIGH,76.8,148.0,0.9412,3.0,1,51.0,71.0,30.0,19,0.0,1,1,1,0,0,5,EVT-0006760,2026-02-20
AST-002733,Engineering,Ballast/Formation Zone,track geometry and drainage,CHK,CHAKERI,NR,Uttar Pradesh,SEC-CHK-CNBI,2.6,MEDIUM,56.3,143.0,0.9363,2.0,1,43.0,61.6,60.0,446,386.0,0,0,0,0,1,4,EVT-0009697,2026-08-13
AST-002734,Engineering,Rail/Track Section,direct train running safety,BOR,BOISAR,WR,Maharashtra,SEC-BOR-VGN,3.5,CRITICAL,80.2,184.0,0.9779,2.0,1,77.0,69.8,30.0,30,0.0,0,0,0,0,0,1,EVT-0006035,2026-01-07
AST-002735,Engineering,Points & Crossing,route setting and derailment prevention,MPLE,MAHIPAL,ER,West Bengal,SEC-MPLE-MPLR,7.3,HIGH,75.5,28.0,0.4996,2.0,0,17.0,54.4,14.0,18,4.0,1,0,0,1,0,2,EVT-0005940,2026-01-03
AST-002736,S&T,Interlocked Level Crossing,road-rail protection,BKNA,BAKAINA HALT,NR,Uttar Pradesh,SEC-BKNA-CLKN,4.0,HIGH,61.2,9.0,0.241,2.0,0,4.0,36.6,14.0,165,151.0,1,1,0,1,0,5,EVT-0009797,2026-08-19
AST-002737,Engineering,Bridge/Culvert,structural route continuity,BRS,BIRSINGHPUR,WCR,Madhya Pradesh,SEC-BRS-NRZB,4.4,HIGH,67.2,38.0,0.5758,2.0,1,19.0,44.5,90.0,159,69.0,1,0,0,1,1,2,EVT-0005165,2025-11-17
AST-002738,Engineering,Points & Crossing,route setting and derailment prevention,MYG,MIYAGAM KARJAN,WR,Gujarat,SEC-MYG-MYGL,5.6,CRITICAL,85.9,217.0,0.9961,4.0,1,100.0,80.3,14.0,39,25.0,0,0,0,0,0,4,EVT-0009300,2026-07-22
AST-002739,S&T,Colour Light Signal,movement authority indication,ERS,ERNAKULAM JN,SR,Kerala,SEC-ERS-ERSC,4.0,CRITICAL,87.7,158.0,0.9526,11.0,1,68.0,82.3,30.0,73,43.0,0,0,0,0,0,4,EVT-0009905,2026-08-25
AST-002740,Traction,Cantilever Assembly,OHE geometry,CQL,CHIRAKKAL,SR,Kerala,SEC-CQL-VAPM,1.4,MEDIUM,55.1,70.0,0.7353,2.0,1,19.0,50.2,30.0,8,0.0,0,0,0,0,1,4,EVT-0009999,2026-08-30
AST-002741,Engineering,Points & Crossing,route setting and derailment prevention,KDV,KHADAVLI,CR,Maharashtra,SEC-KDV-TLA,5.5,CRITICAL,84.1,140.0,0.9273,2.0,0,99.0,80.0,14.0,141,127.0,2,2,1,2,1,5,EVT-0007336,2026-03-25
AST-002742,Engineering,Points & Crossing,route setting and derailment prevention,ELM,ELIMALA,SR,Kerala,SEC-ELM-PAZ,9.1,HIGH,76.2,70.0,0.7353,2.0,0,45.0,67.5,14.0,23,9.0,0,0,0,0,0,3,EVT-0008111,2026-05-10
